2018-02-27 09:16:31," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==CASALI @vend_inv# 18-08062, line 2. uni_inv# 18-08062, line 002",new line created for recurring CAS order 911856F15: 911856F15/2,notify
2018-02-27 09:16:34," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==CASALI @vend_inv# 18-08062, line 1. uni_inv# 18-08062, line 001",new line created for recurring CAS order 911856F15: 911856F15/3,notify
2018-02-27 09:16:38," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==CASALI @vend_inv# 18-08063, line 1. uni_inv# 18-08063, line 001",new line created for recurring CAS order 340822F00: 340822F00/2,notify
2018-02-27 09:16:41," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==CASALI @vend_inv# 18-08063, line 2. uni_inv# 18-08063, line 002",new line created for recurring CAS order 468678F01: 468678F01/3,notify
2017-12-22 14:24:56,EDI_QUIT_ITEM.do_removes,"SUMMARY: titles removed==0, callnums removed==722, items removed==0",notify
2017-12-25 09:32:51," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 10. uni_inv# 157528, line 010",new line created for recurring CAS order 317511F00: 317511F00/22,notify
2017-12-25 09:32:57," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 9. uni_inv# 157528, line 009",new line created for recurring CAS order 1ABX5441: 1ABX5441/4,notify
2017-12-25 09:33:03," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 8. uni_inv# 157528, line 008",new line created for recurring CAS order 1APD7392: 1APD7392/2,notify
2017-12-25 09:33:09," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 7. uni_inv# 157528, line 007",new line created for recurring CAS order 202704F08: 202704F08/3,notify
2017-12-25 09:33:15," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 5. uni_inv# 157528, line 005",new line created for recurring CAS order 753182F13: 753182F13/3,notify
2017-12-25 09:33:21," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 4. uni_inv# 157528, line 004",new line created for recurring CAS order 265144F99: 265144F99/2,notify
2017-12-25 09:33:27," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 3. uni_inv# 157528, line 003",new line created for recurring CAS order 1ACJ3314: 1ACJ3314/3,notify
2017-12-25 09:33:33," EDI_PROCESS_ORDER.do_inv_line_order ||===|| vendor==HARRAS @vend_inv# 157528, line 2. uni_inv# 157528, line 002",new line created for recurring CAS order 731375F01: 731375F01/18,notify
