YANKEE,ybp1440030,3830106,1998-04-15 16:24:39,
YANKEE,ybp1442918,3830107,1998-04-15 16:24:39,
YANKEE,ybp1392387,3830108,1998-04-15 16:24:39,
YANKEE,ybp67396,3830109,1998-04-15 16:24:39,
YANKEE,ybp1386968,3830110,1998-04-15 16:24:39,
YANKEE,ybp1356033,3830111,1998-04-15 16:24:39,
YANKEE,ybp1406644,3830112,1998-04-15 16:24:39,
YANKEE,ybp100095538,3830113,1998-04-15 16:24:39,
YANKEE,ybp37220,3830114,1998-04-15 16:24:39,
YANKEE,ybp434972,3830115,1998-04-15 16:24:39,
YANKEE,ybp1385821,3830116,1998-04-15 16:24:39,
YANKEE,ybp151859,3830117,1998-04-15 16:24:39,
YANKEE,ybp471636,3830118,1998-04-15 16:24:39,
YANKEE,ybp1404214,3830119,1998-04-15 16:24:39,
YANKEE,ybp1410921,3830120,1998-04-15 16:24:39,
YANKEE,ybp1402157,3830121,1998-04-15 16:24:39,
YANKEE,ybp1451518,3830122,1998-04-15 16:24:39,
YANKEE,ybp1362803,3830123,1998-04-15 16:24:39,
YANKEE,ybp1378678,3830124,1998-04-15 16:24:39,
YANKEE,ybp1405478,3830125,1998-04-15 16:24:39,
YANKEE,ybp1425902,3830126,1998-04-15 16:24:39,
YANKEE,ybp1404659,3830127,1998-04-15 16:24:39,
YANKEE,ybp1433059,3830128,1998-04-15 16:24:39,
YANKEE,ybp1339252,3822890,1998-04-09 08:11:29,
YANKEE,ybp1436249,3822891,1998-04-09 08:11:29,
YANKEE,ybp1383637,3822892,1998-04-09 08:11:29,
YANKEE,ybp1392239,3822893,1998-04-09 08:11:29,
YANKEE,ybp1402230,3822894,1998-04-09 08:11:29,
YANKEE,ybp468492,3822895,1998-04-09 08:11:29,
YANKEE,ybp1299498,3822896,1998-04-09 08:11:29,
YANKEE,ybp1288753,3822897,1998-04-09 08:11:29,
YANKEE,ybp1384188,3822898,1998-04-09 08:11:29,
YANKEE,ybp1348158,3822899,1998-04-09 08:11:29,
YANKEE,ybp1344407,3822900,1998-04-09 08:11:29,
YANKEE,ybp1427319,3822901,1998-04-09 08:11:29,
YANKEE,ybp1408330,3822902,1998-04-09 08:11:29,
YANKEE,ybp1208931,3822903,1998-04-09 08:11:29,
YANKEE,ybp1365420,3822904,1998-04-09 08:11:29,
YANKEE,ybp1374502,3822905,1998-04-09 08:11:29,
YANKEE,ybp1424903,3822906,1998-04-09 08:11:29,
YANKEE,ybp1354113,3822907,1998-04-09 08:11:29,
YANKEE,ybp1338652,3822908,1998-04-09 08:11:29,
YANKEE,ybp1277124,3822909,1998-04-09 08:11:29,
YANKEE,ybp1157440,3822910,1998-04-09 08:11:29,
YANKEE,ybp1403837,3822911,1998-04-09 08:11:29,
YANKEE,ybp1440044,3822912,1998-04-09 08:11:29,
YANKEE,ybp1392429,3822913,1998-04-09 08:11:29,
YANKEE,ybp1347059,3825318,1998-04-09 08:12:26,
YANKEE,ybp1417655,3826284,1998-04-09 08:14:03,
YANKEE,ybp1406328,3826285,1998-04-09 08:14:03,
YANKEE,ybp1422620,3826286,1998-04-09 08:14:03,
YANKEE,ybp100083934,3826287,1998-04-09 08:14:03,
YANKEE,ybp1434120,3826288,1998-04-09 08:14:03,
YANKEE,ybp1436293,3826289,1998-04-09 08:14:03,
YANKEE,ybp105243,3826290,1998-04-09 08:14:03,
YANKEE,ybp1358395,3826291,1998-04-09 08:14:03,
YANKEE,ybp1421457,3826292,1998-04-09 08:14:03,
YANKEE,ybp1411572,3826293,1998-04-09 08:14:03,
YANKEE,ybp1426144,3826294,1998-04-09 08:14:03,
YANKEE,ybp1440118,3826295,1998-04-09 08:14:03,
YANKEE,ybp1348701,3826296,1998-04-09 08:14:03,
YANKEE,ybp1421399,3826297,1998-04-09 08:14:03,
YANKEE,ybp1412961,3826298,1998-04-09 08:14:03,
YANKEE,ybp1408326,3826299,1998-04-09 08:14:03,
YANKEE,ybp1415073,3826300,1998-04-09 08:14:03,
YANKEE,ybp1348698,3826301,1998-04-09 08:14:03,
YANKEE,ybp1416883,3826302,1998-04-09 08:14:03,
YANKEE,ybp1384053,3826303,1998-04-09 08:14:03,
YANKEE,ybp1365539,3826304,1998-04-09 08:14:03,
YANKEE,ybp1310417,3826305,1998-04-09 08:14:03,
YANKEE,ybp1348491,3826306,1998-04-09 08:14:03,
YANKEE,ybp1400198,3826307,1998-04-09 08:14:03,
YANKEE,ybp1402021,3822963,1998-04-09 08:11:29,
YANKEE,ybp1452280,3822964,1998-04-09 08:11:29,
YANKEE,ybp1368081,3822965,1998-04-09 08:11:29,
YANKEE,ybp1355605,3822966,1998-04-09 08:11:29,
YANKEE,ybp1420935,3822967,1998-04-09 08:11:29,
YANKEE,ybp1403909,3822968,1998-04-09 08:11:29,
YANKEE,ybp1447043,3822969,1998-04-09 08:11:29,
YANKEE,ybp1411743,3822970,1998-04-09 08:11:29,
YANKEE,ybp1428108,3822971,1998-04-09 08:11:29,
YANKEE,ybp1451932,3822972,1998-04-09 08:11:29,
YANKEE,ybp1444271,3822973,1998-04-09 08:11:29,
YANKEE,ybp1401792,3822974,1998-04-09 08:11:29,
YANKEE,ybp1406277,3822975,1998-04-09 08:11:29,
YANKEE,ybp1434984,3822976,1998-04-09 08:11:29,
YANKEE,ybp1406982,3822977,1998-04-09 08:11:29,
YANKEE,ybp100096412,3822978,1998-04-09 08:11:29,
YANKEE,ybp1406290,3822979,1998-04-09 08:11:29,
YANKEE,ybp1390890,3822980,1998-04-09 08:11:29,
YANKEE,ybp1405762,3822981,1998-04-09 08:11:29,
YANKEE,ybp1419297,3822982,1998-04-09 08:11:29,
YANKEE,ybp1388131,3822983,1998-04-09 08:11:29,
YANKEE,ybp1389361,3822984,1998-04-09 08:11:29,
YANKEE,ybp1410216,3822985,1998-04-09 08:11:29,
YANKEE,ybp1447087,3825390,1998-04-09 08:12:26,
YANKEE,ybp1412627,3825391,1998-04-09 08:12:26,
YANKEE,ybp1426006,3825392,1998-04-09 08:12:26,
YANKEE,ybp1393386,3825393,1998-04-09 08:12:26,
YANKEE,ybp1440406,3825394,1998-04-09 08:12:26,
